id,en,el,nl,fr,de,es,it,pt,tr,bg,ru,hi,ja
admin.store.message.logoUploadSuccess,Logo uploaded successfully!,Το λογότυπο μεταφορτώθηκε με επιτυχία!,Logo succesvol geüpload!,Logo chargé avec succès!,Logo erfolgreich hochgeladen!,Logotipo cargado correctamente,Logo caricato correttamente!,Logotipo enviado com sucesso!,Logo başarıyla yüklendi!,Логото е качено успешно!,Логотип успешно загружен!,लोगो सफलतापूर्वक अपलोड किया गया!,ロゴが正常にアップロードされました！
admin.store.message.imageUploadSuccess,Image uploaded successfully!,Η εικόνα μεταφορτώθηκε με επιτυχία!,Foto succesvol geüpload!,Image chargée avec succès!,Bild erfolgreich hochgeladen!,¡Imagen cargada con éxito!,Immagine caricata correttamente!,Imagem enviada com sucesso!,Resim başarıyla yüklendi!,Изображението е качено успешно!,Изображение успешно загружено!,छवि सफलतापूर्वक अपलोड की गई!,画像が正常にアップロードされました！
admin.store.message.downloadFail,Download failed!,Η λήψη απέτυχε!,Download mislukt!,Échec du téléchargement!,Herunterladen fehlgeschlagen!,¡Descarga fracasó!,Scaricamento fallito!,Falha no Download!,Yükleme başarısız!,Изтеглянето се провали!,Ошибка загрузки!,डाउनलोड विफल!,ダウンロードに失敗しました！
admin.store.message.settingsUpdate,Settings updated!,Οι ρυθμίσεις ενημερώθηκαν!,Instellingen bijgewerkt!,Paramètres mis à jour!,Einstellungen aktualisiert!,¡Ajustes actualizan!,Impostazioni aggiornate!,Configurações atualizadas!,Ayarlar güncellendi!,Настройките обновени!,Настройки обновлены!,सेटिंग को अद्यतन किया गया है!,設定が更新されました！
admin.store.message.receiveEmailMsg,You will shortly receive an email. Follow the link to change your email.,Σύντομα θα λάβεις ένα email. Ακολούθησε τον σύνδεσμο για να αλλάξεις το email σου.,Je ontvangt binnenkort een e-mail. Volg de link om je e-mailadres te wijzigen.,Vous recevrez sous peu un e-mail. Suivez le lien pour changer votre email.,"Sie erhalten in Kürze eine E-Mail. Folgen Sie dem Link, um Ihre E-Mail zu ändern.",En breve recibirá un correo electrónico. Sigue el enlace para cambiar tu correo electrónico.,A breve riceverai un'email. Segui il link per cambiare la tua email.,Em breve você receberá um e-mail. Siga o link para alterar seu email.,Kısa süre içinde bir e-posta alacaksınız. E-postanızı değiştirmek için bağlantıyı izleyin.,"Скоро ще получите e-mail. Следвайте връзката, за да промените своя e-mail.","Вскоре вы получите электронное письмо. Перейдите по ссылке, чтобы изменить адрес электронной почты.",आपको शीघ्र ही एक ईमेल प्राप्त होगा। अपना ईमेल बदलने के लिए लिंक का अनुसरण करें।,間もなくメールが届きます。メール内のリンクからメールを変更してください。
admin.store.message.profileUpdate,Profile updated!,Το προφιλ ενημερωθηκε!,Profiel geüpdatet!,Profil mis à jour!,Profil aktualisiert!,¡Perfil actualizado!,Profilo aggiornato!,Perfil atualizado!,Profil güncellendi!,Профилът е актуализиран!,Профиль обновлен!,प्रोफ़ाइल अपडेट!,プロフィール更新完了！
admin.store.message.translationsUpdateSuccess,Translations updated successfully!,Οι μεταφράσεις ενημερώθηκαν με επιτυχία!,Vertalingen succesvol bijgewerkt!,Traductions mises à jour avec succès!,Übersetzungen erfolgreich aktualisiert!,Traducciones actualizadas con éxito!,Traduzioni aggiornate con successo!,Traduções atualizadas com sucesso!,Çeviriler başarıyla güncellendi!,Преводите са актуализирани успешно!,Переводы успешно обновлены!,अनुवाद सफलतापूर्वक अपडेट किए गए!,翻訳が正常に更新されました！
admin.store.message.saveOfferSuccess,Item saved successfully,Το προϊόν αποθηκεύθηκε επιτυχώς,Product succesvol opgeslagen,Enregistrement de l'offre avec succès,Angebot erfolgreich gespeichert!,Guardar oferta exitosa,Risparmia offerta successo,Salvar o sucesso da oferta,Ürün başarıyla kaydedildi,Офертата е запазена успешно,Сохранить предложение успешно,प्रस्ताव सफलता बचाओ,商品の保存が成功しました
admin.store.message.saveCategorySuccess,Save category success,Η αποθήκευση κατηγορίας ήταν επιτυχής,Bewaar categorie succes,Enregistrement de la catégorie avec succès,Kategorie Erfolg speichern,Guardar categoría de éxito,Salva il successo della categoria,Salvar o sucesso da categoria,Kategori başarıyla kaydedildi,Запазване на успеха на категорията,Сохранить категорию успеха,श्रेणी की सफलता सहेजें,カテゴリの保存が成功しました
admin.store.message.childCategoryOffer.associate,Option groups associated to item!,Οι υποκατηγορίες συνδέθηκαν με το προϊόν!,Optie groeppen geassocieerd met product!,Groupes d'options associées à l'offre!,Optionsgruppen verbunden mit dem Angebot!,¡Categorías secundarias asociadas a la oferta!,Categorie secondarie associate all'offerta!,Categorias filho associadas à oferta!,Ürünle ilişkili seçenek grupları!,"Детски категории, свързани с офертата!","Дочерние категории, связанные с предложением!",ऑफर से जुड़ी बाल श्रेणियां!,商品に関連するオプショングループ！
admin.store.message.childCategoryOffer.disAssociate,Option group disassociated from item!,Η ομάδα επιλογών αποσυνδέθηκε από το προϊόν!,Optiegroep losgekoppeld van item!,Groupe d'options dissocié de l'élément !,Optionsgruppe vom Artikel getrennt!,¡Grupo de opciones desasociado del artículo!,Gruppo di opzioni disassociato dall'elemento!,Grupo de opções desassociado do item!,Seçenek grubunun öğeyle ilişkisi kesildi!,Групата опции е прекъсната от артикула!,Группа опций отключена от элемента!,विकल्प समूह आइटम से अलग हो गया!,アイテムから切り離されたオプショングループ！
admin.store.message.childOfferCategory,Options associated to option group!,Οι επιλογές συνδέθηκαν με την υποκατηγορία!,Opties geassocieerd met optie group!,Options associées au group d'options!,Optionen verbunden mit der Optionsgruppe!,¡Ofertas para niños asociadas a la categoría!,Offerte per bambini associate alla categoria!,Ofertas para crianças associadas à categoria!,Seçenek grubuyla ilişkili seçenekler!,"Детски оферти, свързани с категорията!","Детские предложения, связанные с категорией!",बाल श्रेणी से जुड़ा प्रस्ताव!,オプショングループに関連するオプション!
admin.store.message.offerVaryAToffer,Price variants associated to item!,Οι παραλλαγές τιμών συνδέθηκαν με το προϊόν,Productvarianten geassocieerd met product!,Variantes d'offres associées à l'offre!,Angebotsvarianten zum Angebot!,¡Ofrece variantes asociadas a la oferta!,Varianti dell'offerta associate all'offerta!,Variantes de oferta associadas à oferta!,Ürünle ilişkili fiyat varyantları!,"Варианти на оферта, свързани с офертата!","Варианты предложений, связанные с предложением!",ऑफ़र से संबंधित वेरिएंट प्रदान करें!,商品に関連する商品バリエーション！
admin.store.message.catalogVerifySuccess,Catalog data verified succesfully!,Τα δεδομένα καταλόγου επαληθεύτηκαν επιτυχώς!,Menugegevens succesvol geverifieerd!,Les données du catalogue ont été vérifiées avec succès!,Katalogdaten erfolgreich verifiziert!,¡Datos del catálogo verificados con éxito!,Dati del catalogo verificati correttamente!,Dados do catálogo verificados com sucesso!,Katalog verileri başarıyla doğrulandı!,Данните от каталога са потвърдени успешно!,Данные каталога успешно проверены!,सूची डेटा सफलतापूर्वक सत्यापित!,メニューデータの検証に成功しました！
